source_file,en_source,de_translation,de_correction,error_category,severity,feedback_reviewer,feedback_translator,linter_fires,comment_classification
25_0909_8107_US_LB_4.xlsx,"1. An apparatus (101) for obtaining ion energy distribution, IED, measurements in a plasma processing system comprising:","1. Gerät (101) zum Erlangen von Messungen der Ionenenergieverteilung (Ion Energy Distribution – IED) in einem Plasmaverarbeitungssystem, umfassend:","1. Gerät (101) zur Erlangung von Messungen der Ionenenergieverteilung, IED, in einem Plasmaverarbeitungssystem, umfassend:",Accuracy,Minor,"zur Erlangung according to provided title translation, the rest of the changes in this segment are preferential",,preposition_contraction,manual:consistency
25_0909_8107_US_LB_4.xlsx,"a substrate for placement in the plasma processing system and exposure to the plasma, the substrate having an ion energy analyser (201) disposed therein for measuring the ion energy distribution at the substrate surface during plasma processing, the analyser comprising a plurality of conductive grids, and a collection electrode, each conductive grid separated by an insulating layer (205);","ein Substrat zum Einsetzen in das Plasmaverarbeitungssystem und zum Aussetzen gegenüber dem Plasma, wobei das Substrat einen darin angeordneten Ionenenergieanalysator (201) zum Messen der Ionenenergieverteilung an der Substratoberfläche während der Plasmaverarbeitung aufweist, wobei der Analysator eine Vielzahl von leitenden Gittern und eine Sammelelektrode umfasst, wobei jedes leitende Gitter durch eine Isolierschicht (205) getrennt ist;","ein Substrat zum Einsetzen in das Plasmaverarbeitungssystem und zum Aussetzen gegenüber dem Plasma, wobei das Substrat einen darin angeordneten Ionenenergieanalysator (201) zum Messen der Ionenenergieverteilung an der Substratoberfläche während einer Plasmaverarbeitung aufweist, wobei der Analysator eine Vielzahl von leitenden Gittern und eine Sammelelektrode umfasst, wobei jedes leitende Gitter durch eine Isolierschicht (205) getrennt ist;",Accuracy,Minor,,,preposition_contraction,linter_new:article_first_mention
25_0909_8107_US_LB_4.xlsx,"a battery power supply and a battery manager integrated in the substrate, for supplying and controlling voltage to each of the conductive grids and the collector of the ion energy analyser;","eine in das Substrat integrierte Batteriestromversorgung und eine Batterieverwaltung, zum Zuführen und Steuern von Spannung jedes der leitenden Gitter und des Kollektors des Ionenenergieanalysators;","eine in das Substrat integrierte Batteriestromversorgung und eine Batterieverwaltung, zum Zuführen und Steuern von Spannung an jedes der leitenden Gitter und den Kollektors des Ionenenergieanalysators;",Accuracy,Minor,,,preposition_contraction,manual:accuracy
25_0909_8107_US_LB_4.xlsx,"2. The apparatus (101) for obtaining IED measurements of claim 1 further comprising a plurality of second resistors (1002), each second resistor (1002) in series between a respective conductive grid, other than the first conductive grid, and a corresponding voltage source connected to the battery manager.","2. Das Gerät (101) zum Erlangen von IED-Messungen nach Anspruch 1, ferner umfassend eine Vielzahl von zweiten Widerständen (1002), wobei jeder zweite Widerstand (1002) in Reihe zwischen einem jeweiligen leitenden Gitter, das sich von dem ersten leitenden Gitter unterscheidet, und einer entsprechenden Spannungsquelle ist, die mit der Batterieverwaltung verbunden ist.","2. Gerät (101) zum Erlangen von IED-Messungen nach Anspruch 1, ferner umfassend eine Vielzahl von zweiten Widerständen (1002), wobei jeder zweite Widerstand (1002) in Reihe zwischen einem jeweiligen leitenden Gitter, das sich von dem ersten leitenden Gitter unterscheidet, und einer entsprechenden Spannungsquelle ist, die mit der Batterieverwaltung verbunden ist.",Country Standards,Minor,No definite artivcle in the beginning of a claim,,german_claim_no_article; preposition_contraction,linter:german_claim_no_article
25_0910_8110_US_LB_4.xlsx,"a reflector (16), arranged to reflect light, emitted by the light source (12) into the first lens portion (14a), towards the second lens portion (14b);","einen Reflektor (16), der angeordnet ist, um das von der Lichtquelle (12) in den ersten Linsenabschnitt (14a) emittierte Licht zu dem zweiten Linsenabschnitt (14b) zu reflektieren;","einen Reflektor (16), der angeordnet ist, um von der Lichtquelle (12) in den ersten Linsenabschnitt (14a) emittiertes Licht zu dem zweiten Linsenabschnitt (14b) zu reflektieren;",Accuracy,Minor,,,,linter_new:article_first_mention
25_0910_8110_US_LB_4.xlsx,"wherein the secondary light conditioning surface (18) is arranged to re-direct between 0% and 10%, in particular between 0% and 5%, of light, emitted by the light source (12) and not reflected by the reflector (16).","wobei die sekundäre Lichtkonditionierungsfläche (18) angeordnet ist, um zwischen 0% und 10%, insbesondere zwischen 0% und 5% des von der Lichtquelle (12) emittierten und von dem Reflektor (16) reflektierten Lichts umzulenken.","wobei die sekundäre Lichtkonditionierungsfläche (18) angeordnet ist, um zwischen 0% und 10%, insbesondere zwischen 0% und 5% des von der Lichtquelle (12) emittierten und von dem Reflektor (16) nicht reflektierten Lichts umzulenken.",Mistranslation,Major,,,negation_not_transferred,linter:negation_not_transferred
"25_0915_8176_US_LB_3,5.xlsx","N radars, configured to: separately search for a target, and separately align with the target, wherein N is an integer greater than 1; and","N Radargeräte, die konfiguriert sind, um separat nach einem Ziel zu suchen und sich separat auf das Ziel auszurichten, wobei N eine Ganzzahl größer als 1 ist; und","N Radargeräte, die konfiguriert sind, um: separat nach einem Ziel zu suchen und sich separat auf das Ziel auszurichten, wobei N eine Ganzzahl größer als 1 ist; und",Accuracy,Minor,,,,manual:accuracy
"25_0915_8176_US_LB_3,5.xlsx","a first radar is configured to communicate with the target, a second radar is configured to track and point the target, the first radar is K radars that are in the N radars and that align with the target, the second radar is a radar other than the first radar in the N radars, and K is a positive integer less than N.","ein erstes Radargerät konfiguriert ist, um mit dem Ziel zu kommunizieren, ein zweites Radargerät konfiguriert ist, um das Ziel zu verfolgen und anzuvisieren, das erste Radargeräte K Radargeräte sind, die in den N Radargeräten sind und die sich auf das Ziel ausrichteten, das zweite Radargerät ein anderes Radargerät als das erste Radargerät in den N Radargeräten ist und K eine positive ganze Zahl kleiner als N ist.","ein erstes Radargerät konfiguriert ist, um mit dem Ziel zu kommunizieren, ein zweites Radargerät konfiguriert ist, um das Ziel zu verfolgen und anzuvisieren, das erste Radargeräte K Radargeräte sind, die in den N Radargeräten sind und die sich auf das Ziel ausrichteten, das zweite Radargerät ein anderes Radargerät als das erste Radargerät in den N Radargeräten ist und K eine positive Ganzzahl kleiner als N ist.",Consistency,Minor,inconsistent within the translation,,,manual:consistency
"25_0915_8176_US_LB_3,5.xlsx","2. The system according to claim 1, wherein coverage regions of electromagnetic waves transmitted by the N radars overlap.","2. System nach Anspruch 1, wobei sich die Abdeckungsbereiche der von den N Radargeräten übertragenen elektromagnetischen Wellen überlappen.","2. System nach Anspruch 1, wobei sich Abdeckungsbereiche der von den N Radargeräten übertragenen elektromagnetischen Wellen überlappen.",Accuracy,Minor,,,,linter_new:article_first_mention
"25_0915_8176_US_LB_3,5.xlsx","feed back third information to a control apparatus, wherein the third information comprises the corresponding point cloud data.","dritte Informationen an eine Steuervorrichtung zurückzukoppeln, wobei die dritten Informationen die entsprechenden Punktwolkendaten umfassen.","dritte Informationen an eine Steuervorrichtung zurückzumelden, wobei die dritten Informationen die entsprechenden Punktwolkendaten umfassen.",Consistency,Minor,feed back translated as zurückmelden in previous segments,,,manual:consistency
"25_0915_8176_US_LB_3,5.xlsx","generate a control instruction based on the fourth information, wherein the control instruction is used to instruct the central region of the electromagnetic wave transmitted by the radar that finds the target to align with the target.","eine Steueranweisung basierend auf den vierten Informationen zu erzeugen, wobei die Steueranweisung verwendet wird, um den zentralen Bereich der elektromagnetischen Welle, die von dem Radargerät übertragen wird, das das Ziel findet, anzuweisen, sich an dem Ziel auszurichten.","eine Steueranweisung basierend auf den vierten Informationen zu erzeugen, wobei die Steueranweisung verwendet wird, um den zentralen Bereich der elektromagnetischen Welle, die von dem Radargerät übertragen wird, das das Ziel findet, anzuweisen, sich auf das Ziel auszurichten.",Consistency,Minor,,,werden_dynamic,manual:accuracy
"25_0915_8176_US_LB_3,5.xlsx","send second information to the control apparatus, wherein the second information indicates a location of the target after movement.","zweite Informationen an die Steuervorrichtung zu senden, wobei die zweiten Informationen einen Standort des Ziels nach der Bewegung angeben.","zweite Informationen an die Steuervorrichtung zu senden, wobei die zweiten Informationen einen Standort des Ziels nach einer Bewegung angeben.",Accuracy,Minor,,,,linter_new:article_first_mention
"25_0915_8176_US_LB_3,5.xlsx","The system according to any one of claims 10 to 11, wherein the detection and communications system further comprises the target, and the target comprises a lens component, a reflection component, and a third detector, wherein","System nach einem der Ansprüche 10 bis 11, wobei das Detektions- und Kommunikationssystem das Ziel umfasst und das Ziel eine Linsenkomponente, eine Reflexionskomponente und einen dritten Detektor umfasst, wobei","System nach einem der Ansprüche 10 bis 11, wobei das Detektions- und Kommunikationssystem ferner das Ziel umfasst und das Ziel eine Linsenkomponente, eine Reflexionskomponente und einen dritten Detektor umfasst, wobei",Accuracy,Minor,omission of further,,,manual:accuracy
"25_0915_8176_US_LB_3,5.xlsx","receive the first information from the radar that finds the target, wherein the first information indicates the first distance between the target and the radar that finds the target;","die ersten Informationen von dem Radargerät zu empfangen, das das Ziel findet, wobei die ersten Informationen den ersten Abstand zwischen dem Ziel und dem Radargerät angeben, das das Ziel findet;","die ersten Informationen von dem Radargerät zu empfangen, das das Ziel findet, wobei die ersten Informationen die erste Entfernung zwischen dem Ziel und dem Radargerät angeben, das das Ziel findet;",Consistency,Minor,inconsistent within the translation,,,manual:consistency
25_0915_8179_US_LB_4.xlsx,"2. The laser device (100, 200, 300, 400, 500, 600) of claim 1, wherein a length of the central section (110, 210, 310, 410, 510, 610) is selected such that transmission between the outer gain sections is less than a predefined level.","2. Laservorrichtung (100, 200, 300, 400, 500, 600) nach Anspruch 1, wobei eine Länge des mittleren Abschnitts (110, 210, 310, 410, 510, 610) derart gewählt ist, dass die Transmission zwischen den äußeren Verstärkungsabschnitten geringer als ein vordefinierter Pegel ist.","2. Laservorrichtung (100, 200, 300, 400, 500, 600) nach Anspruch 1, wobei eine Länge des mittleren Abschnitts (110, 210, 310, 410, 510, 610) derart gewählt ist, dass eine Transmission zwischen den äußeren Verstärkungsabschnitten geringer als ein vordefinierter Pegel ist.",Accuracy,Minor,,,,linter_new:article_first_mention
25_0915_8179_US_LB_4.xlsx,"6. The laser device (100, 200, 300, 400, 500, 600) of claim 5, wherein the two outer gain sections share a common active region material layer (106, 206, 306, 406) with the central section (110, 210, 310, 410, 510, 610).","6. Laservorrichtung (100, 200, 300, 400, 500, 600) nach Anspruch 5, wobei die beiden äußeren Verstärkungsabschnitte eine gemeinsame Materialschicht (106, 206, 306, 406) des aktiven Bereichs mit dem mittleren Abschnitt (110, 210, 310, 410, 510, 610) teilen.","6. Laservorrichtung (100, 200, 300, 400, 500, 600) nach Anspruch 5, wobei die zwei äußeren Verstärkungsabschnitte eine gemeinsame Materialschicht (106, 206, 306, 406) des aktiven Bereichs mit dem mittleren Abschnitt (110, 210, 310, 410, 510, 610) teilen.",Accuracy,Minor,,,beide_ambiguous,linter:beide_ambiguous
25_0915_8179_US_LB_4.xlsx,"7. The laser device (100, 200, 300, 400, 500, 600) of claim 5, wherein an active region material layer (106, 206, 306, 406) of the laser device (100, 200, 300, 400, 500, 600) is formed of two halves, each half configured to emit a different wavelength band.","7. Laservorrichtung (100, 200, 300, 400, 500, 600) nach Anspruch 5, wobei eine Materialschicht (106, 206, 306, 406) des aktiven Bereichs des Lasergeräts (100, 200, 300, 400, 500, 600) aus zwei Hälften besteht, von denen jede Hälfte konfiguriert ist, um ein anderes Wellenlängenband zu emittieren.","7. Laservorrichtung (100, 200, 300, 400, 500, 600) nach Anspruch 5, wobei eine Materialschicht (106, 206, 306, 406) des aktiven Bereichs der Laservorrichtung (100, 200, 300, 400, 500, 600) aus zwei Hälften gebildet ist, von denen jede Hälfte konfiguriert ist, um ein anderes Wellenlängenband zu emittieren.",Terminology,Minor,,,,glossary:apparatus_device
25_0915_8179_US_LB_4.xlsx,"2. The laser device (100, 200, 300, 400, 500, 600) of claim 1, wherein a length of the central section (110, 210, 310, 410, 510, 610) is selected such that transmission between the outer gain sections is less than a predefined level.","2. Laservorrichtung (100, 200, 300, 400, 500, 600) nach Anspruch 1, wobei eine Länge des mittleren Abschnitts (110, 210, 310, 410, 510, 610) derart gewählt ist, dass eine Transmission zwischen den äußeren Verstärkungsabschnitten geringer als ein vordefinierter Pegel ist.","2. Laservorrichtung (100, 200, 300, 400, 500, 600) nach Anspruch 1, wobei eine Länge des mittleren Abschnitts (110, 210, 310, 410, 510, 610) derart ausgewählt ist, dass eine Transmission zwischen den äußeren Verstärkungsabschnitten geringer als ein vordefinierter Pegel ist.",Consistency,Minor,select translated as ausgewählt in the other segments,,,manual:consistency
